138.0,1,12,3,1,72,0,8,0,0,B
139.0,1,12,3,1,73,0,7,0,0,B
140.0,1,12,3,1,73,0,7,0,0,B
141.0,1,13,3,1,72,0,8,0,0,B
142.0,1,13,3,1,72,0,8,0,0,B
143.0,1,12,3,1,73,0,8,0,0,B
144.0,1,13,3,1,72,0,8,0,0,B
145.0,1,12,3,1,72,0,8,0,0,B
146.0,1,12,3,1,72,0,8,0,0,B
147.0,1,13,3,1,72,0,8,0,0,C
148.0,1,13,3,1,72,0,8,0,0,C
149.0,1,13,3,1,72,0,8,0,0,C
150.0,1,12,3,1,72,0,8,0,0,C
151.0,1,13,3,1,72,0,8,0,0,C
152.0,1,14,3,0,71,0,9,0,0,C
153.0,1,13,3,0,73,0,8,0,0,C
154.0,1,13,3,1,72,0,8,0,0,C
155.0,1,12,3,1,72,0,8,0,0,C
156.0,1,13,3,1,73,0,8,0,0,C
157.0,1,13,3,1,72,0,8,0,0,C
158.0,1,14,3,0,71,0,9,0,0,C
159.0,1,13,3,1,72,0,8,0,0,C
160.0,1,13,3,1,71,0,8,0,0,C
161.0,1,13,3,1,72,0,8,0,0,C
162.0,1,13,3,0,72,0,8,0,0,C
163.0,1,14,3,0,71,0,9,0,0,C
164.0,1,14,2,3,69,1,5,2,0,E
165.0,1,12,1,1,72,0,10,0,0,E
166.0,1,11,1,1,72,0,11,0,0,E
167.0,1,11,1,1,73,0,11,0,0,E
168.0,1,12,0,1,73,0,11,0,0,E
169.0,1,12,0,1,73,0,10,0,0,E
170.0,1,13,0,1,73,0,11,0,0,E
171.0,1,13,0,1,72,0,12,0,0,E
172.0,1,13,0,3,70,6,6,0,0,E
173.0,1,13,0,3,70,6,6,0,0,E
174.0,1,13,0,1,72,0,12,0,0,E
175.0,1,12,1,2,72,0,9,0,0,E
176.0,1,12,0,1,73,0,11,0,0,E
177.0,1,14,2,1,72,0,9,0,0,F
178.0,1,13,2,1,72,0,9,0,0,F
179.0,1,14,2,1,72,0,9,0,0,F
180.0,1,14,2,1,72,0,9,0,0,F
181.0,1,14,1,1,74,0,7,0,0,F
182.0,1,14,0,1,72,0,9,0,0,F
183.0,1,14,0,2,72,0,10,0,0,F
184.0,1,14,0,0,73,0,11,0,0,F
185.0,1,17,0,0,75,0,6,0,0,F
186.0,1,13,3,1,72,1,5,1,0,G
187.0,1,14,3,2,71,1,5,1,0,G
188.0,1,13,3,1,72,0,8,0,0,G
189.0,1,14,2,2,70,0,9,0,0,G
190.0,1,15,1,1,70,0,8,1,0,G
191.0,1,13,1,1,73,0,8,0,0,G
192.0,1,14,0,2,73,0,8,0,0,G
193.0,1,14,0,2,73,0,9,0,0,G
194.0,1,14,0,2,73,0,8,1,0,G
195.0,1,14,0,1,73,0,8,1,0,G
196.0,1,14,0,2,73,0,9,0,0,G
197.0,1,13,0,2,73,0,9,0,0,G
198.0,1,14,0,2,73,0,8,0,0,G
199.0,1,14,0,2,73,0,9,0,0,G
200.0,1,15,0,2,73,0,8,0,0,G
201.0,1,15,0,2,73,0,8,0,0,G
202.0,1,11,0,1,75,2,8,0,0,G
203.0,1,14,0,2,73,0,8,0,0,G
204.0,1,14,0,1,73,0,8,1,0,G
205.0,1,14,0,2,73,0,8,0,0,G
206.0,1,14,0,1,72,0,8,1,0,G
207.0,1,14,0,1,73,0,8,1,0,G
208.0,1,14,0,1,72,1,6,2,0,G
209.0,1,14,0,2,72,0,9,0,0,G
210.0,1,14,0,2,72,0,9,1,0,G
211.0,1,14,0,1,73,0,8,1,0,G
212.0,1,14,0,2,73,0,8,1,0,G
213.0,1,14,0,1,73,0,8,1,0,G
214.0,1,14,0,2,73,0,8,1,0,G
